id,description,theme,genre
1042352,"A boy declares his love for his girlfriend, only to die the same night. He is brought back to life by his mother as a flesh-craving zombie, who sires more teen undead while trying to control his, er, appetite for his beloved.","Crude humor and satire|Survival horror and zombie carnage|Teen school antics and laughter|Funny jokes and crude humor|Quirky and endearing relationships|Spooky, scary comedy",Horror|Comedy
1003944,"In this deceptively simple, nearly wordless tale, a young boy discovers a stray balloon, which seems to have a mind of its own, on the streets of Paris. The two become inseparable, yet the world’s harsh realities finally interfere. With its glorious palette and allegorical purity, this Academy Award-winning short film has enchanted young and old for generations.",Humanity and the world around us|Student coming-of-age challenges|Captivating relationships and charming romance|Fairy-tale fantasy and enchanted magic|Touching and sentimental family stories|Holiday joy and heartwarming Christmas,Comedy|Family|Drama|Fantasy
1030796,"Champak Chaturvedi runs a theatrical troupe in India. He hires two men, Bunty - a graduate in Arts, and Babla- who cannot read nor write English. One has to play the role of the play's hero, while one the villain. Both men end up squabbling with each other, as both want the hero's part. Then Champak finds out that Bunty has molested the play's heroine, Anjali, and punishes him. The group gets a contract to stage 30 plays in Britain, however, on the day of the departure, Anjali opts out, leaving Champak no alternative but to travel without a heroine, but hoping to recruit one while in Britain. Upon arrival, Babla sets about to find a suitable heroine from the Indian population, but Bunty beats him to it and recruits a woman named Munni.","Crude humor and satire|Gags, jokes, and slapstick humor|Amusing jokes and witty satire",Thriller|Romance|Comedy
1002318,"Set in France in 1889, the film follows the life of Dodin Bouffant as a chef living with his personal cook and lover Eugénie. They share a long history of gastronomy and love but Eugénie refuses to marry Dodin, so the food lover decides to do something he has never done before: cook for her.",Moving relationship stories|Captivating relationships and charming romance|Charming romances and delightful chemistry|Passion and romance|Touching and sentimental family stories,Romance|Drama
1155981,"Separated across continents, petro-chemist Andy Yeats and his family must survive the deadly effects of a sudden global oil crisis and find the mastermind behind it all.","Monsters, aliens, sci-fi and the apocalypse|Dangerous technology and the apocalypse|Explosive and action-packed heroes vs. villains|Humanity's odyssey: earth and beyond|Thought-provoking sci-fi action and future technology",Drama
1037171,"Disowned by his father as a boy, Surya is taken in by a crime boss. When his brother Shiv is wrongly imprisoned, his father pleads for Surya's help.",Song and dance|Bollywood emotional dramas|Adrenaline-fueled action and fast cars|Action comedy and silly heroics,Comedy|Drama|Action
1029762,"A husband and wife reevaluate their marriage after their closest friends, another couple decide to split up after twelve years.",Moving relationship stories|Passion and romance|Touching and sentimental family stories|Enduring stories of family and marital drama|Charming romances and delightful chemistry,Comedy|Drama
1003785,"A young woman witnesses a bus accident, and is caught up in the aftermath, where the question of whether or not it was intentional affects many people's lives.",Moving relationship stories|Underdogs and coming of age|Student coming-of-age challenges|Emotional teen coming-of-age stories|Powerful stories of heartbreak and suffering|Enduring stories of family and marital drama|Emotional and touching family dramas,Drama
1018858,"A caucasian prospective grad student's affluent family won't pay his way through law school, so he takes tanning pills to darken his skin in order to qualify for an African-American scholarship at Harvard. He soon gets more than he bargained for, as he begins to learn what life is really like for blacks in America.","Underdogs and coming of age|Relationship comedy|Crude humor and satire|Teen school antics and laughter|Laugh-out-loud relationship entanglements|Gags, jokes, and slapstick humor|Quirky and endearing relationships|Amusing jokes and witty satire",Comedy
1014581,"Onoff is a famous writer, now a recluse. The Inspector is suspicious when Onoff is brought into the station one night, disoriented and suffering a kind of amnesia. In an isolated, rural police station, the Inspector tries to establish the events surrounding a killing, to reach a startling resolution.",Thrillers and murder mysteries|Intriguing and suspenseful murder mysteries|Suspenseful crime thrillers|Noir and dark crime dramas,Mystery|Drama|Thriller|Crime
1037681,"An epic tale of a changing Britain over four decades, seen through the eyes of four friends.",Politics and human rights|Lavish dramas and sumptuous royalty,Drama
1019737,"Nicholas Nickleby, a young boy in search of a better life, struggles to save his family and friends from the abusive exploitation of his coldheartedly grasping uncle.",Moving relationship stories|Touching and sentimental family stories|Emotional and touching family dramas|Powerful stories of heartbreak and suffering|Enduring stories of family and marital drama|Heartbreaking and moving family drama,Drama|Adventure
1005790,"In response to a global rise in demonic possessions, the Catholic Church reopens exorcism schools to train priests in the Rite of Exorcism. On this spiritual battlefield, an unlikely warrior rises: a young nun, Sister Ann. Thrust onto the spiritual frontline with fellow student Father Dante, Sister Ann finds herself in a battle for the soul of a young girl and soon realizes the Devil has her right where he wants her.","Horror, the undead and monster classics|Terrifying, haunted, and supernatural horror|Religious faith, sin, and forgiveness|Twisted dark psychological thriller|Creepy, chilling, and terrifying horror",Thriller|Horror
1076930,"A pair of bodyguards for a politician find their positions under threat when their employer is implicated in a scandal. Fleeing to Mumbai they find work with a gangster, but also find that the police are onto them.",Song and dance|Bollywood emotional dramas,Comedy|Crime|Action
1046597,"A young couple traveling through the Pyrenees stays overnight at an ancient Spanish castle, only to discover that it is the headquarters for a coven of witches.","Horror, the undead and monster classics|Gothic and eerie haunting horror|Terrifying, haunted, and supernatural horror|Creepy, chilling, and terrifying horror|Gory, gruesome, and slasher horror",Horror|Mystery
1011044,"A case of the flu quickly morphs into a pandemic. As the death toll mounts and the living panic, the government plans extreme measures to contain it.",High speed and special ops|Dangerous technology and the apocalypse,Adventure|Science Fiction|Action
1001764,"Katia and Maurice Krafft loved two things — each other, and volcanoes. For two decades, the daring French volcanologist couple were seduced by the thrill and danger of this elemental love triangle. They roamed the planet, chasing eruptions and their aftermath, documenting their discoveries in stunning photographs and breathtaking film to share with an increasingly curious public in media appearances and lecture tours. Ultimately, Katia and Maurice would lose their lives during a 1991 volcanic explosion on Japan’s Mount Unzen, but they would leave a legacy that would forever enrich our knowledge of the natural world.",Moving relationship stories|Humanity's odyssey: earth and beyond|Passion and romance|Captivating relationships and charming romance,Documentary
1182053,"An old Panamanian holiday tradition personified as a homeless man disrupts the life of a workaholic animal rescuer to show him the true meaning of love, friendship and family.",Moving relationship stories|Captivating relationships and charming romance|Touching and sentimental family stories|Emotional LGBTQ relationships,Romance
1006269,A US Fighter pilot's epic struggle of survival after being shot down on a mission over Laos during the Vietnam War.,"War and historical adventure|Bravery in War|Military combat and heroic soldiers|Air pilot heroism and survival|Political drama, patriotism, and war|Brutal, violent prison drama",Drama|Adventure|War
1013004,"France, on the eve of the French Revolution. Henriette and Louise have been raised together as sisters. When the plague that takes their parents' lives causes Louise's blindness, they decide to travel to Paris in search of a cure, but they separate when a lustful aristocrat crosses their path.","Epic history and literature|Politics and human rights|Lavish dramas and sumptuous royalty|Enduring stories of family and marital drama|Political drama, patriotism, and war|Riveting political and presidential drama|Heartbreaking and moving family drama",Drama|History|Romance
1046251,"A sex worker, a hired killer, and a movie crew cross paths in a Venice hotel where human meat is on the menu.","Intense violence and sexual transgression|Dreamlike, quirky, and surreal storytelling",Comedy
1032630,The happy tranquility of Bugville is shattered when the populace learns that a colossal skyscraper is to be built over their tiny town.,Holiday joy and heartwarming Christmas|Fairy-tale fantasy and enchanted magic|Dazzling vocal performances and musicals|Adorable animals and heartwarming families|Kids' animated fun and adventure,Comedy|Family|Animation
1044793,"At the turn of the 20th century, young Asa Yoelson decides to go against the wishes of his cantor father and pursue a career in show business. Gradually working his way up through the vaudeville ranks, Asa — now calling himself Al Jolson — joins a blackface minstrel troupe and soon builds a reputation as a consummate performer. But as his career grows in size, so does his ego, resulting in battles in business as well as in his personal life.",Song and dance|Dazzling vocal performances and musicals|Legendary musicians and stardom|Emotional life of renowned artists|Dance rhythms and catchy tunes,Music|Drama
1042521,"By God's order, Abraham was commanded to sacrifice his son Isaac on the mountain of Moriah. While traveling to the place of the sacrifice, alongside Isaac and two servants, Abraham is flooded with vivid memories from the years he and Sarah spent longing for the son they were promised—the son he must now lay upon the altar.","Faith and religion|Religious faith, sin, and forgiveness|Faith and spiritual journeys|Touching and sentimental family stories",Fantasy|Drama
1027011,The film follows a man with an unwanted gift for healing who meets a teenager with cancer who helps him to find himself.,Faith and religion|Touching and sentimental family stories,Family|Drama|Comedy
1002642,"Wealthy and precocious teenager Juliet transfers from England to New Zealand with her family, and soon befriends the quiet, brooding Pauline through their shared love of fantasy and literature. When their parents begin to suspect that their increasingly intense and obsessive bond is becoming unhealthy, the girls hatch a dark plan for those who threaten to keep them apart.","Intense violence and sexual transgression|Moving relationship stories|Humanity and the world around us|Emotional teen coming-of-age stories|Gripping, intense violent crime|Powerful stories of heartbreak and suffering|Challenging or sexual themes & twists|Emotional LGBTQ relationships",Drama|Fantasy
1014194,"The recently widowed mother of two, Sarah, is desperate to know who murdered her husband in front of her young son, rendering him mute. Coerced into helping a low-life drug dealer stash narcotics stolen from the local Mr. Big, she's forced into taking drastic action to protect her children, evolving from downtrodden submissive to take-charge vigilante.","Crime, drugs and gangsters|Gritty crime and ruthless gangsters|Twisted dark psychological thriller|Violent crime and drugs|Graphic violence and brutal revenge|Suspenseful crime thrillers",Crime|Thriller
1015028,"With a team of the world's foremost historic and marine experts as well as friend Bill Paxton, James Cameron embarks on an unscripted adventure back to the wreck of the Titanic where nearly 1,500 souls lost their lives almost a century ago.",Epic history and literature|Disastrous voyages and heroic survival|Humanity's odyssey: earth and beyond,Documentary
1032941,"Deprived of a normal childhood by her ambitious mother, Lillian Roth becomes a star of Broadway and Hollywood before she is twenty. Shortly before her marriage to her childhood sweetheart, David Tredman, he dies and Lillian takes her first drink of many down the road of becoming an alcoholic.",Song and dance|Emotional life of renowned artists|Powerful stories of heartbreak and suffering|Dazzling vocal performances and musicals|Enduring stories of family and marital drama|Heartbreaking and moving family drama,Drama
1009554,"In the wake of King Edward's death, Uhtred of Bebbanburg and his comrades adventure across a fractured kingdom in the hopes of uniting England at last.","Epic history and literature|Epic heroes|Historical battles and epic heroism|Fantasy adventure, heroism, and swordplay|Lavish dramas and sumptuous royalty|Captivating vision and Shakespearean drama",Action|War|Adventure
1000200,"When Tony Stark tries to jumpstart a dormant peacekeeping program, things go awry and Earth’s Mightiest Heroes are put to the ultimate test as the fate of the planet hangs in the balance. As the villainous Ultron emerges, it is up to The Avengers to stop him from enacting his terrible plans, and soon uneasy alliances and unexpected action pave the way for an epic and unique global adventure.","Epic heroes|High speed and special ops|Superheroes in action-packed battles with villains|Thought-provoking sci-fi action and future technology|Action-packed space and alien sagas|Action comedy and silly heroics|Fantasy adventure, heroism, and swordplay",Action|Adventure|Science Fiction
1018798,A young man with a vendetta against a business tycoon seduces and kills his eldest daughter and then proceeds to his younger daughter but she begins to suspect her new lover's ulterior motive.,"Intense violence and sexual transgression|Bollywood emotional dramas|Gripping, intense violent crime|Twisted dark psychological thriller",Thriller|Crime
1004514,"A pampered Beverly Hills chihuahua named Chloe who, while on vacation in Mexico with her owner Viv's niece, Rachel, gets lost and must rely on her friends to help her get back home before she is caught by a dognapper who wants to ransom her.","Crude humor and satire|Adorable animals and heartwarming families|Kids' animated fun and adventure|Fairy-tale fantasy and enchanted magic|Funny jokes and crude humor|Gags, jokes, and slapstick humor",Family|Comedy|Romance|Adventure
1012648,"A new type of deadly virus spread throughout the city, and the apartment where has different social classes of people is sealed off. With the fear of the virus, and the conflicts of the different classes, the residents have to spend and survive in the new habitation.","Epic heroes|Survival horror and zombie carnage|Sci-fi horror, creatures, and aliens",Mystery|Drama
1025733,"Henry Tawes, a middle-aged sheriff in a rural Tennessee town, is usually the first man to criticize others for their bad behavior. Miserable in his marriage, Henry falls in love with teenage seductress Alma, who is the daughter of local criminal and moonshiner Carl McCain. Henry's moral character comes further into question when he is tempted to conceal Carl's crimes in order to prolong his relationship with Alma.",Moving relationship stories|Passion and romance|Heartbreaking and moving family drama|Enduring stories of family and marital drama|Touching and sentimental family stories,Drama
1049431,"A crippled puppeteer rescues an abused young boy and turns the boy into a great ballet dancer. Complications ensue when, as a young man, the dancer falls in love with a young woman the puppeteer is also in love with.","Horror, the undead and monster classics|Dazzling vocal performances and musicals",Romance|Horror|Drama
1004159,"Left heartbroken after Romeo begins to pursue her cousin Juliet, Rosaline schemes to foil the famous romance and win back her guy in this comedic twist of Shakespeare's Romeo and Juliet.","Relationship comedy|Crude humor and satire|Laugh-out-loud relationship entanglements|Charming romances and delightful chemistry|Catchy songs and hilarious musical comedy|Gags, jokes, and slapstick humor|Passion and romance",Comedy|Drama|Romance
1016424,"A young man named Satya comes to Mumbai from South India in search of a job. Jailed for something he did not do, the once-honest young man meets an underworld boss, Bhiku Mhatre in jail and joins his gang.","Crime, drugs and gangsters|Gritty crime and ruthless gangsters|Bollywood emotional dramas|Violent action, guns, and crime|Violent crime and drugs|Brutal, violent prison drama",Crime|Drama
1004597,"Legendary rock band Foo Fighters move into an Encino mansion steeped in grisly rock and roll history to record their much anticipated 10th album. Once in the house, Dave Grohl finds himself grappling with supernatural forces that threaten both the completion of the album and the lives of the band.","Crude humor and satire|Horror, the undead and monster classics|Spooky, scary comedy|Gory, gruesome, and slasher horror|Action comedy and silly heroics|Terrifying, haunted, and supernatural horror|Creepy, chilling, and terrifying horror",Music|Comedy|Horror
1037679,An active volcano threatens a south Pacific island resort and its guests as a power struggle ensues between the property's developer and a drilling foreman.,High speed and special ops|Disastrous voyages and heroic survival,Drama|Adventure|Action|Thriller
1004798,"In a dysfunctional family where the mother is a heroin addict and prostitute, beaten by her son, and the father is an ex-TV reporter, sleeping with his daughter and filming his son being beaten up, ‘Q’, a complete stranger enters the bizarre family, changing their lives for the better, finding a balance in their disturbing natures.","Intense violence and sexual transgression|Crude humor and satire|Challenging or sexual themes & twists|Graphic violence and brutal revenge|Dreamlike, quirky, and surreal storytelling|Fascinating, emotional stories and documentaries|Gripping, intense violent crime",Comedy|Horror|Drama|Thriller
1014693,"A hitman, his boss, an art dealer and a money-laundering scheme that accidentally turns the assassin into an overnight avant-garde sensation, one that forces her to play the art world against the underworld.",Crude humor and satire|Gritty crime and ruthless gangsters,Comedy|Crime
1001581,"Buster and his new cast now have their sights set on debuting a new show at the Crystal Tower Theater in glamorous Redshore City. But with no connections, he and his singers must sneak into the Crystal Entertainment offices, run by the ruthless wolf mogul Jimmy Crystal, where the gang pitches the ridiculous idea of casting the lion rock legend Clay Calloway in their show. Buster must embark on a quest to find the now-isolated Clay and persuade him to return to the stage.",Song and dance|Dazzling vocal performances and musicals|Adorable animals and heartwarming families|Fairy-tale fantasy and enchanted magic|Kids' animated fun and adventure|Holiday joy and heartwarming Christmas,Family|Animation|Music|Comedy
1009122,A blind French girl and a young German soldier's paths collide during WWII.,War and historical adventure|Humanity and the world around us|Nazis and World War II,Drama
1018065,"Marguerite loses her wallet, and it's found by Georges, a seemingly happy head of family. As he looks through the wallet and examines the photos of Marguerite, he finds he's fascinated with her and her life, and soon his curiosity about her becomes an obsession.","Humanity and the world around us|Dreamlike, quirky, and surreal storytelling|Surreal and thought-provoking visions of life and death",Drama|Romance
1028164,"A young man cares for his younger sisters after their mother is imprisoned for murdering their abusive father. When he strikes up an affair with a married woman, long-dormant family secrets bubble to the surface.","Moving relationship stories|Intense violence and sexual transgression|Powerful stories of heartbreak and suffering|Heartbreaking and moving family drama|Gripping, intense violent crime|Challenging or sexual themes & twists|Enduring stories of family and marital drama",Thriller|Crime|Drama
1018767,"AJ Manglehorn is an aging, ordinary guy in a small town. He nurses his sick cat, squeezes out a conversation with the local bank teller every Friday, and eats at the same place every day.  But there is more to Manglehorn than meets the eye: he’s an ex-con who, 40 years ago, gave up the woman of his dreams for a big ‘job’. After a dramatic effort to start over, Manglehorn faces a terrifying moment and is unmasked as a guy with a very, very dark past.",Moving relationship stories|Touching and sentimental family stories|Captivating relationships and charming romance|Powerful stories of heartbreak and suffering,Drama
1003830,"1000 AD, for years, One Eye, a mute warrior of supernatural strength, has been held prisoner by the Norse chieftain Barde. Aided by Are, a boy slave, One Eye slays his captor and together he and Are escape, beginning a journey into the heart of darkness. On their flight, One Eye and Are board a Viking vessel, but the ship is soon engulfed by an endless fog that clears only as the crew sights an unknown land. As the new world reveals its secrets and the Vikings confront their terrible and bloody fate, One Eye discovers his true self.","Epic heroes|Faith and religion|Epic history and literature|Intense violence and sexual transgression|Humanity and the world around us|Surreal and thought-provoking visions of life and death|Fantasy adventure, heroism, and swordplay|Epic adventure and breathtaking battles|Faith and spiritual journeys|Historical battles and epic heroism",Adventure|Drama|Action|Fantasy
1007019,"Sir James Bond is called back out of retirement to stop SMERSH. In order to trick SMERSH, James thinks up the ultimate plan - that every agent will be named 'James Bond'. One of the Bonds, whose real name is Evelyn Tremble is sent to take on Le Chiffre in a game of baccarat, but all the Bonds get more than they can handle.","Crude humor and satire|Gags, jokes, and slapstick humor|Action comedy and silly heroics|Amusing jokes and witty satire|Funny jokes and crude humor|Catchy songs and hilarious musical comedy",Action|Adventure|Comedy
1046735,"Billy Collier is a photographer working on a series of pictures featuring recreations of movie kisses, with drag queens playing the female roles. For his male model, he hires Gabriel, a young waiter on whom he has developed a serious crush. While Billy is openly gay, Gabriel says that he is straight and even claims to have a girlfriend. However, as they spend more time together and grow closer, Billy becomes increasingly unsure that this is true.",Relationship comedy|Emotional LGBTQ relationships|Laugh-out-loud relationship entanglements|Charming romances and delightful chemistry|Quirky and endearing relationships|Catchy songs and hilarious musical comedy,Comedy|Romance
1002838,"Widower Cedric Brown hires Nanny McPhee to care for his seven rambunctious children, who have chased away all previous nannies. Taunted by Simon and his siblings, Nanny McPhee uses mystical powers to instill discipline. And when the children's great-aunt and benefactor, Lady Adelaide Stitch, threatens to separate the kids, the family pulls together under the guidance of Nanny McPhee.",Crude humor and satire|Kids' animated fun and adventure|Laugh-out-loud relationship entanglements|Holiday joy and heartwarming Christmas|Fairy-tale fantasy and enchanted magic|Charming romances and delightful chemistry,Family|Comedy|Fantasy
1023523,"A couple off for a romantic weekend in the mountains are accosted by a biker gang. Alone in the mountains, Brea and John must defend themselves against the gang, who will stop at nothing to protect their secrets.","Intense violence and sexual transgression|Crime, drugs and gangsters|Twisted dark psychological thriller|Suspenseful crime thrillers|Heists and thrilling action|Intense political and terrorist thrillers|Violent crime and drugs",Thriller|Horror
1000148,"While working underground to fix a water main, Brooklyn plumbers—and brothers—Mario and Luigi are transported down a mysterious pipe and wander into a magical new world. But when the brothers are separated, Mario embarks on an epic quest to find Luigi.","Epic heroes|Kids' animated fun and adventure|Fairy-tale fantasy and enchanted magic|Adorable animals and heartwarming families|Superheroes in action-packed battles with villains|Fantasy adventure, heroism, and swordplay",Fantasy|Animation|Comedy|Family|Adventure
1042962,"A chronicle of the sordid life and suspicious death of Rolling Stones co-founder Brian Jones, who was found in the bottom of his swimming pool weeks after being let go from the band.",Song and dance|Legendary musicians and stardom|Emotional life of renowned artists,Drama
1118907,"Waking up in a nearly empty room, Bill has strange recollections of his father's death and a car crash, and occasional paranoid delusions. Ann, a psychologist, tries to help him make sense of it all.",Moving relationship stories|Twisted dark psychological thriller,Drama|Thriller|Science Fiction
1030588,"Superstar Manoranjan learns that he has only a few days to live and approaches his mentor, director Margadarisi to direct his next project — a folklore-ish comedy about a man who keeps cheating death and his role in saving a kingdom. Meanwhile, he has to sort out his personal lives, which involves an estranged son and a daughter from the love of his life.",Moving relationship stories|Bollywood emotional dramas,Romance|Comedy|Drama
1074559,"A successful professor has his life disrupted by a secret from his past — in his college days he became a member of a powerful secret society, and now the society has a job for him.","Politics and human rights|Riveting political and presidential drama|Intense political and terrorist thrillers|Politics, propaganda, and political documentaries",Drama|Thriller|TV Movie
1036247,"Hat check man Louis Blore is in love with nightclub star May Daly. May, however, is in love with a poor dancer but wants to marry for money. When Louis wins the Irish Sweepstakes, he asks May to marry him and she accepts even though she doesn't love him. Soon after, Louis has an accident and gets knocked on the head, where he dreams that he's King Louis XV pursuing the infamous Madame Du Barry.",Song and dance|Dazzling vocal performances and musicals|Catchy songs and hilarious musical comedy|Charming romances and delightful chemistry|Dance rhythms and catchy tunes|Legendary musicians and stardom,Comedy|Music|Fantasy
1065462,"The Bridge of San Luis Rey is American author Thornton Wilder's second novel, first published in 1927 to worldwide acclaim. It tells the story of several interrelated people who die in the collapse of an Inca rope-fiber suspension bridge in Peru, and the events that lead up to their being on the bridge. A friar who has witnessed the tragic accident then goes about inquiring into the lives of the victims, seeking some sort of cosmic answer to the question of why each had to die.","Faith and religion|Religious faith, sin, and forgiveness",Romance|Drama
1006138,"The story of two radically different men thrown together in a Latin American prison cell. One is Valentin, a journalist being tortured for his political beliefs. The other is Molina, a gay window-dresser who fills their lonely nights by spinning romantic fantasies drawn from memories of old movies.","Politics and human rights|Emotional LGBTQ relationships|Brutal, violent prison drama|Powerful poetic and passionate drama|Surreal and thought-provoking visions of life and death|Powerful stories of heartbreak and suffering",Drama
1017499,"An aspiring opera singer finds herself transported back to Victorian-era London -- and into the arms of a reclusive, disfigured maestro determined to make her a star.","Horror, the undead and monster classics|Gory, gruesome, and slasher horror|Gothic and eerie haunting horror|Creepy, chilling, and terrifying horror|Terrifying, haunted, and supernatural horror|Bloody vampire horror",Romance|Horror
1048436,Four American soldiers stationed near a German village face death in the rape of a local girl and are defended by outside counsel Major Steve Grant.,"Moving relationship stories|Nazis and World War II|Gripping, intense violent crime|Graphic violence and brutal revenge|Political drama, patriotism, and war",Drama
1093100,"In December 1776, Benjamin Franklin is world-famous for his electrical experiments. But his passion and power are put to the test when he embarks on a secret mission to France—with the fate of American independence hanging in the balance.",Politics and human rights|Lavish dramas and sumptuous royalty,Drama
1002137,"A documentary on the life of Amy Winehouse, the immensely talented yet doomed songstress. We see her from her teen years, where she already showed her singing abilities, to her finding success and then her downward spiral into alcoholism and drugs.","Humanity and the world around us|Emotional life of renowned artists|Legendary musicians and stardom|Fascinating, emotional stories and documentaries|Powerful stories of heartbreak and suffering|Emotional and touching family dramas",Documentary|Music
1017766,"Le Ly lives in a small Vietnamese village whose serenity is shattered when war breaks out. Caught between the Viet Cong and the South Vietnamese army, the village is all but destroyed. After being both brutalized and raped, Le Ly resolves to flee. She leaves for the city, surviving desperate situations, but surviving nonetheless. Eventually she meets a U.S. Marine named Steve Butler who treats her kindly and tells her he would like to be married -- maybe to her.","Politics and human rights|War and historical adventure|Moving relationship stories|Military combat and heroic soldiers|Political drama, patriotism, and war|Heartbreaking and moving family drama|Tragic sadness and captivating beauty|Politics, propaganda, and political documentaries",History|Drama|War|Action
1010329,"In 1900, a clan attempts to strike a deal with a Chicago industrialist to get him to build cotton mills in their Deep South town.",Moving relationship stories|Enduring stories of family and marital drama|Heartbreaking and moving family drama,History|Romance|Drama
1030496,"Reclusive and controversial author Bruce Cogburn is drawn out of hiding by an obsessive fan, forcing the novelist to confront a past that he thought he could escape, and to account for events set in motion by his bestseller decades earlier. Cogburn's search for who is behind the manipulation and mental torment he encounters leads to an emotional roller-coaster ride full of fear and danger, where things are not always as clear as they seem to be, and where past deeds can have dire consequences.","Horror, the undead and monster classics|Twisted dark psychological thriller|Suspenseful crime thrillers",Thriller|Mystery
1020228,A reconstructed girl is created from the pieces of a vampire girl's mini-butchery. Slaughter abounds as both of them pursue the same boy.,"Underdogs and coming of age|Bloody vampire horror|Gory, gruesome, and slasher horror|Action comedy and silly heroics|Teen school antics and laughter|Funny jokes and crude humor",Comedy|Horror
1004323,"The imagined life of one of the world’s most famous authors, Emily Brontë, as she finds her voice and writes the literary classic Wuthering Heights. Explore the relationships that inspired her – her raw, passionate sisterhood with Charlotte and Anne; her first aching, forbidden love for Weightman and her care for her maverick brother whom she idolises.",Moving relationship stories|Passion and romance|Powerful stories of heartbreak and suffering|Emotional life of renowned artists|Powerful poetic and passionate drama|Heartbreaking and moving family drama,Romance|Drama|History
1007481,"The whole Bélier family is deaf, except for sixteen year old Paula who is the important translator in her parents' day to day life especially when it comes to matters concerning the family farm. When her music teacher discovers she has a fantastic singing voice and she gets an opportunity to enter a big Radio France contest the whole family's future is set up for big changes.",Moving relationship stories|Touching and sentimental family stories|Emotional teen coming-of-age stories|Emotional and touching family dramas|Student coming-of-age challenges|Quirky and endearing relationships,Drama|Comedy|Music
1003901,"When a store clerk organizes a contest to climb the outside of a tall building, circumstances force him to make the perilous climb himself.","Crude humor and satire|Gags, jokes, and slapstick humor|Funny jokes and crude humor|Amusing jokes and witty satire|Catchy songs and hilarious musical comedy",Romance|Comedy
1002198,"Dr. Louis Creed's family moves into the country house of their dreams and discover a pet cemetery at the back of their property. The cursed burial ground deep in the woods brings the dead back to life -- with ""minor"" problems. At first, only the family's cat makes the return trip, but an accident forces a heartbroken father to contemplate the unthinkable.","Horror, the undead and monster classics|Intense violence and sexual transgression|Terrifying, haunted, and supernatural horror|Gory, gruesome, and slasher horror|Creepy, chilling, and terrifying horror|Gothic and eerie haunting horror|Twisted dark psychological thriller",Horror|Drama
1001198,An undercover MI6 agent is sent to Berlin during the Cold War to investigate the murder of a fellow agent and recover a missing list of double agents.,"High speed and special ops|Epic heroes|Exciting spy thrillers with tense intrigue|Explosive and action-packed heroes vs. villains|Violent action, guns, and crime|Heists and thrilling action|Adrenaline-fueled action and fast cars",Thriller|Action
1002992,"Billy Hoyle and Sidney Deane are an unlikely pair of basketball hustlers. They team up to con their way across the courts of Los Angeles, playing a game that's fast dangerous - and funny.","Crude humor and satire|Inspiring sports underdog stories|Gags, jokes, and slapstick humor|Engaging, intense crime and casino drama|Funny jokes and crude humor|Underdog fighting and boxing stories",Comedy|Drama
1011137,"Harper is a cynical private eye in the best tradition of Bogart. He even has Bogie's Baby hiring him to find her missing husband, getting involved along the way with an assortment of unsavory characters and an illegal-alien smuggling ring.",Thrillers and murder mysteries|Noir and dark crime dramas|Intriguing and suspenseful murder mysteries|Suspenseful crime thrillers|Heists and thrilling action,Mystery|Thriller|Crime
1046011,"Six couples who do not know each other are brought together by destiny, fate and love",Relationship comedy|Bollywood emotional dramas|Charming romances and delightful chemistry,Comedy|Drama|Romance
1014445,"A widowed child psychologist lives in an isolated existence in rural New England. When caught in a deadly winter storm, she must find a way to rescue a young boy before he disappears forever.","Horror, the undead and monster classics|Twisted dark psychological thriller|Terrifying, haunted, and supernatural horror|Gothic and eerie haunting horror|Creepy, chilling, and terrifying horror|Gory, gruesome, and slasher horror",Drama|Thriller
1012131,"After a mass shooting at a police funeral, reclusive ex-cop Gannon finds himself unwittingly forced out of retirement when he realizes that the killer belongs to the same militia he joined after quitting the force. Understanding that the shooting could set off a chain reaction of copycat violence across the country, Gannon quarantines his fellow militiamen in the remote lumber mill they call their headquarters. There, he sets about a series of grueling interrogations, intent on ferreting out the killer and turning him over to the authorities to prevent further bloodshed.",Intense violence and sexual transgression|Twisted dark psychological thriller,Thriller|Crime|Drama
1004529,"A zombie apocalypse threatens the sleepy town of Little Haven – at Christmas – forcing Anna and her friends to fight, slash and sing their way to survival, facing the undead in a desperate race to reach their loved ones. But they soon discover that no one is safe in this new world, and with civilization falling apart around them, the only people they can truly rely on are each other.",Song and dance|Crude humor and satire|Dazzling vocal performances and musicals|Catchy songs and hilarious musical comedy|Survival horror and zombie carnage|Teen school antics and laughter|Laugh-out-loud relationship entanglements,Fantasy|Comedy|Horror
1118260,Four women set up an undercover detective agency to expose philandering husbands.,"Crime, drugs and gangsters|Intense political and terrorist thrillers",Drama|Mystery
1038951,A band of Vikings cross enemy lines and a panicked race begins. The losers will pay with their lives.,"Epic heroes|Fantasy adventure, heroism, and swordplay|Historical battles and epic heroism|Intense combat and martial arts|Epic adventure and breathtaking battles|Superheroes in action-packed battles with villains",Action|Drama|Adventure
1015112,"Haunted by her past, a talented singer with a rising career copes with the pressure of success, a mother's disdain and the voices of doubt within her.",Song and dance|Dazzling vocal performances and musicals,Drama|Music
1000281,"Models Carl and Yaya are invited for a luxury cruise with a rogues' gallery of super-rich passengers. At first, all appears Instagrammable, but the cruise ends catastrophically and the group find themselves marooned on a desert island.","Crude humor and satire|Funny jokes and crude humor|Amusing jokes and witty satire|Gags, jokes, and slapstick humor",Drama|Comedy
